book_title,author,llm_model,Prompt_type,crowd_label,question_generated
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Open-Ended,Why do you think Rosie is not afraid of the fox?
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Open-Ended,What would you do if you saw a fox on a walk?
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Distancing,Have you ever gone on a walk outside like Rosie? What did you see?
Rosie's Walk,Pat Hutchins,gpt5.1,ZeroShot,Distancing,"If you were Rosie, how would you feel about the fox following you?"
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Completion,Alma got her long name because her family wanted to ________.
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Completion,Alma felt special when she learned about ________ in her name.
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Recall,What is the name of the girl in the story?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Recall,Who tells Alma the story about her name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Wh-Question,Why does Alma have a long name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Wh-Question,What does Alma learn about her family from her name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Open-Ended,How do you think Alma feels when she hears the story about her name?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Open-Ended,What would you do if you had a very long name like Alma?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Distancing,Can you think of a time when you learned something special about your family?
Alma and How She Got Her Name,Juana Martinez-Neal,gpt5.1,ZeroShot,Distancing,Have you ever felt proud of your name or where you come from?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Completion,Mae wanted to be an astronaut because she loved to _______.
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Completion,Mae’s family told her to keep believing in her _______.
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Recall,What did Mae dream of becoming when she grew up?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Recall,Who helped Mae reach for the stars?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Wh-Question,Why did Mae look at the stars every night?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Wh-Question,How did Mae feel when people said she could not be an astronaut?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Open-Ended,What would you do if you wanted to be like Mae?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Open-Ended,How do you think Mae felt when she finally went to space?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Distancing,Have you ever wanted to do something that was hard like Mae? What was it?
Mae Among the Stars,Roda Ahmed,gpt5.1,ZeroShot,Distancing,What would you say to a friend who wants to follow their big dreams?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Completion,Lubna found a special friend called __________.
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Completion,Pebble is important because __________.
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Recall,What did Lubna find on the beach?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Recall,Where does Lubna live in the story?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Wh-Question,Why did Lubna keep Pebble with her?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Wh-Question,How did Lubna feel when she found Pebble?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Open-Ended,What would you do if you found a special pebble?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Open-Ended,How do you think Lubna and Pebble helped each other?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Distancing,Have you ever felt lonely like Lubna? What did you do?
Lubna and Pebble,Wendy Meddour,gpt5.1,ZeroShot,Distancing,Can you tell about a time you made a new friend?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Completion,The dog in the story wants to be a ______.
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Completion,The dog shows he can be a good friend by ______.
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Recall,What kind of animal is the main character in the story?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Recall,Who does the dog want to live with?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Wh-Question,Why does the dog want to be someone's pet?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Wh-Question,Where does the dog go to ask to be a pet?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Open-Ended,How would you feel if a dog asked to be your pet?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Open-Ended,What would you do to show a dog you want to be its friend?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Distancing,Have you ever met a dog that wanted to be your friend? What did you do?
Can I Be Your Dog?,Troy Cummings,gpt5.1,ZeroShot,Distancing,What would you do if you found a dog looking for a new home?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Completion,The boy and his grandma ride the _______ to get to the last stop.
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Completion,CJ sees many different things on his way to the _______.
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Recall,What does CJ ride to get to the market?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Recall,Who goes with CJ on the bus?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Wh-Question,Why does CJ ask his grandma questions?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Wh-Question,What does CJ notice about the people on the bus?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Open-Ended,How do you think CJ feels when he rides the bus?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Open-Ended,What would you do if you saw a big orange bus like CJ did?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Distancing,Have you ever taken a bus or a car with someone you love? What was it like?
Last Stop on Market Street,Matt de la Peña,gpt5.1,ZeroShot,Distancing,What do you like to do when you go to a special place with your family?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Completion,The little fish took a hat that belonged to ____.
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Completion,The big fish thinks the little fish will ____.
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Recall,What does the little fish take at the start of the story?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Recall,Who tries to catch the little fish?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Wh-Question,Why does the little fish take the big fish’s hat?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Wh-Question,Where does the big fish go to look for his hat?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Open-Ended,What do you think will happen to the little fish in the end?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Open-Ended,How do you feel about the little fish taking the hat?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Distancing,Have you ever taken something that wasn’t yours? How did it feel?
This Is Not My Hat,Jon Klassen,gpt5.1,ZeroShot,Distancing,What would you do if you lost something important like the big fish’s hat?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Completion,The family went to pick ___________ by the river.
Watercress,Andrea Wang,gpt5.1,ZeroShot,Completion,The girl felt __________ when her family found the watercress.
Watercress,Andrea Wang,gpt5.1,ZeroShot,Recall,What did the family find by the river?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Recall,Who is the author of Watercress?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Wh-Question,Where did the family go to find watercress?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Wh-Question,Why did the girl feel different about the watercress at first?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Open-Ended,How do you think the girl felt when she tried the watercress?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Open-Ended,What would you do if you found watercress by a river?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Distancing,Have you ever found something outside that made you feel special?
Watercress,Andrea Wang,gpt5.1,ZeroShot,Distancing,What is something new you tried that you didn’t like at first but later did?
